,Location,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time,Cuisine1,Cuisine2,Cuisine3,Cuisine4,Cuisine5,Cuisine6,Cuisine7,Cuisine8
2647,17,100.0,50.0,3.9,28.0,12.0,30,88,92,69,69,69,69,69,69
2648,4,150.0,50.0,3.7,163.0,59.0,30,84,39,69,69,69,69,69,69
2649,4,100.0,50.0,0.0,0.0,0.0,30,73,69,69,69,69,69,69,69
2650,15,350.0,50.0,3.5,30.0,17.0,30,73,16,86,69,69,69,69,69
2651,11,150.0,50.0,3.2,8.0,2.0,30,31,92,26,73,69,69,69,69
2652,9,300.0,50.0,3.4,46.0,14.0,30,26,31,69,69,69,69,69,69
2653,7,600.0,50.0,3.6,265.0,137.0,45,73,68,50,0,69,69,69,69
2654,26,150.0,50.0,3.8,100.0,50.0,30,14,19,95,69,69,69,69,69
2655,17,200.0,50.0,3.7,24.0,5.0,30,88,73,69,69,69,69,69,69
2656,17,200.0,50.0,3.7,104.0,34.0,45,9,69,69,69,69,69,69,69
2657,14,150.0,50.0,3.8,217.0,75.0,45,20,31,69,69,69,69,69,69
2658,10,650.0,50.0,4.2,1978.0,1164.0,45,73,26,62,47,69,69,69,69
2659,26,150.0,50.0,3.4,12.0,10.0,30,16,26,73,69,69,69,69,69
2660,8,200.0,50.0,3.7,902.0,170.0,30,73,26,69,69,69,69,69,69
2661,28,250.0,50.0,3.9,106.0,50.0,65,73,26,68,69,69,69,69,69
2662,34,100.0,50.0,3.0,4.0,0.0,30,88,69,69,69,69,69,69,69
2663,14,100.0,50.0,3.9,69.0,41.0,30,42,69,69,69,69,69,69,69
2664,16,150.0,50.0,3.5,16.0,1.0,30,16,69,69,69,69,69,69,69
2665,17,200.0,50.0,3.7,0.0,0.0,30,73,26,16,69,69,69,69,69
2666,14,150.0,50.0,3.3,14.0,2.0,45,68,73,69,69,69,69,69,69
2667,34,200.0,50.0,3.6,33.0,23.0,30,73,88,26,69,69,69,69,69
2668,20,150.0,50.0,0.0,0.0,0.0,30,9,69,69,69,69,69,69,69
2669,4,200.0,50.0,0.0,0.0,0.0,30,68,73,16,69,69,69,69,69
2670,6,150.0,50.0,0.0,0.0,0.0,30,73,69,69,69,69,69,69,69
2671,10,200.0,50.0,0.0,0.0,0.0,30,31,92,69,69,69,69,69,69
2672,31,200.0,99.0,3.4,138.0,57.0,65,67,31,69,69,69,69,69,69
2673,10,200.0,50.0,3.8,136.0,54.0,45,73,88,28,69,69,69,69,69
2674,19,200.0,50.0,3.6,125.0,45.0,30,73,31,88,26,69,69,69,69
2675,19,250.0,50.0,3.4,90.0,26.0,45,22,29,95,69,69,69,69,69
2676,27,200.0,50.0,3.6,112.0,36.0,30,26,73,77,69,69,69,69,69
2677,33,450.0,50.0,4.2,3083.0,1804.0,45,47,2,28,69,69,69,69,69
2678,17,200.0,50.0,3.8,26.0,9.0,45,52,69,69,69,69,69,69,69
2679,4,600.0,50.0,4.1,895.0,512.0,45,73,26,68,69,69,69,69,69
2680,16,100.0,50.0,3.7,30.0,5.0,30,16,26,69,69,69,69,69,69
2681,34,150.0,50.0,3.9,74.0,30.0,45,29,9,69,69,69,69,69,69
2682,18,300.0,50.0,4.1,1177.0,696.0,45,22,26,47,73,49,67,69,69
2683,27,200.0,50.0,3.3,131.0,42.0,45,68,16,26,83,8,69,69,69
2684,9,200.0,50.0,3.9,37.0,32.0,30,73,26,68,69,69,69,69,69
2685,11,100.0,50.0,0.0,0.0,0.0,30,31,14,42,69,69,69,69,69
2686,4,200.0,50.0,4.1,901.0,301.0,45,9,31,29,69,69,69,69,69
2687,17,200.0,50.0,3.7,89.0,52.0,45,31,73,69,69,69,69,69,69
2688,4,200.0,50.0,3.1,5.0,1.0,30,73,31,69,69,69,69,69,69
2689,10,150.0,50.0,0.0,0.0,0.0,30,31,69,69,69,69,69,69,69
2690,24,100.0,50.0,3.3,14.0,10.0,30,22,31,14,69,69,69,69,69
2691,28,150.0,50.0,3.5,77.0,21.0,45,16,73,69,69,69,69,69,69
2692,28,200.0,99.0,3.9,80.0,64.0,30,9,69,69,69,69,69,69,69
2693,7,600.0,99.0,3.9,684.0,409.0,65,47,30,69,69,69,69,69,69
2694,4,100.0,50.0,3.6,39.0,30.0,30,26,31,69,69,69,69,69,69
2695,10,150.0,50.0,3.5,21.0,13.0,30,31,26,14,69,69,69,69,69
2696,31,600.0,50.0,0.0,0.0,0.0,30,73,31,26,14,69,69,69,69
2697,17,100.0,50.0,4.2,271.0,127.0,30,9,69,69,69,69,69,69,69
2698,11,200.0,99.0,4.6,254.0,172.0,120,9,29,69,69,69,69,69,69
2699,27,150.0,50.0,0.0,0.0,0.0,30,9,29,31,69,69,69,69,69
2700,10,150.0,50.0,3.5,22.0,10.0,30,31,14,69,69,69,69,69,69
2701,9,150.0,50.0,3.9,190.0,27.0,45,73,88,69,69,69,69,69,69
2702,29,150.0,50.0,0.0,0.0,0.0,30,42,14,69,69,69,69,69,69
2703,7,100.0,50.0,0.0,0.0,0.0,30,73,26,69,69,69,69,69,69
2704,6,150.0,99.0,3.9,539.0,171.0,45,20,31,69,69,69,69,69,69
2705,28,200.0,50.0,3.7,172.0,33.0,30,77,31,69,69,69,69,69,69
2706,5,200.0,99.0,3.4,27.0,10.0,45,73,26,31,70,69,69,69,69
2707,17,400.0,99.0,4.2,718.0,369.0,45,73,26,77,69,69,69,69,69
2708,8,200.0,99.0,3.7,402.0,255.0,65,26,67,69,69,69,69,69,69
2709,32,350.0,50.0,3.6,211.0,129.0,45,26,69,69,69,69,69,69,69
2710,21,100.0,50.0,0.0,0.0,0.0,30,73,69,69,69,69,69,69,69
2711,23,100.0,50.0,0.0,0.0,0.0,30,73,69,69,69,69,69,69,69
2712,29,150.0,50.0,3.7,23.0,10.0,30,83,67,69,69,69,69,69,69
2713,1,50.0,50.0,3.3,12.0,4.0,30,31,69,69,69,69,69,69,69
2714,29,200.0,50.0,2.8,16.0,2.0,45,73,16,69,69,69,69,69,69
2715,30,200.0,50.0,3.5,60.0,13.0,45,41,73,26,16,69,69,69,69
2716,17,350.0,99.0,4.3,747.0,426.0,45,5,71,67,69,69,69,69,69
2717,5,400.0,50.0,4.2,221.0,126.0,30,9,22,31,69,69,69,69,69
2718,21,150.0,50.0,4.4,769.0,319.0,45,73,69,69,69,69,69,69,69
2719,19,150.0,0.0,0.0,0.0,0.0,30,16,73,68,29,14,69,69,69
2720,19,100.0,50.0,0.0,0.0,0.0,30,26,69,69,69,69,69,69,69
2721,5,100.0,50.0,3.5,17.0,3.0,30,75,14,69,69,69,69,69,69
2722,3,150.0,50.0,3.6,22.0,8.0,30,88,69,69,69,69,69,69,69
2723,10,150.0,50.0,3.5,71.0,14.0,30,73,16,69,69,69,69,69,69
2724,19,150.0,50.0,0.0,0.0,0.0,30,29,69,69,69,69,69,69,69
2725,34,200.0,50.0,3.2,291.0,174.0,30,55,31,69,69,69,69,69,69
2726,14,100.0,50.0,0.0,0.0,0.0,30,73,31,26,29,9,69,69,69
2727,21,50.0,50.0,0.0,0.0,0.0,30,14,49,69,69,69,69,69,69
2728,7,100.0,50.0,4.0,900.0,525.0,45,14,95,31,69,69,69,69,69
2729,24,150.0,50.0,3.7,90.0,19.0,30,92,65,69,69,69,69,69,69
2730,31,150.0,50.0,0.0,0.0,0.0,30,20,31,29,14,69,69,69,69
2731,5,100.0,50.0,3.1,4.0,0.0,30,26,69,69,69,69,69,69,69
2732,34,400.0,50.0,4.5,300.0,201.0,30,28,73,47,5,69,69,69,69
2733,10,100.0,50.0,3.5,44.0,20.0,30,88,92,69,69,69,69,69,69
2734,34,600.0,50.0,4.5,1627.0,923.0,45,66,73,5,28,68,11,69,69
2735,27,150.0,50.0,3.8,210.0,70.0,30,31,49,14,77,69,69,69,69
2736,9,200.0,50.0,3.2,5.0,2.0,30,29,9,69,69,69,69,69,69
2737,5,100.0,50.0,0.0,0.0,0.0,30,73,69,69,69,69,69,69,69
2738,6,100.0,50.0,4.0,887.0,276.0,30,26,67,69,69,69,69,69,69
2739,5,200.0,50.0,0.0,0.0,0.0,45,73,69,69,69,69,69,69,69
2740,8,200.0,50.0,3.6,189.0,58.0,45,26,73,69,69,69,69,69,69
2741,4,200.0,50.0,3.9,54.0,45.0,30,73,31,83,69,69,69,69,69
2742,21,150.0,50.0,2.9,7.0,6.0,45,22,69,69,69,69,69,69,69
2743,7,200.0,50.0,3.8,30.0,23.0,30,84,20,49,69,69,69,69,69
2744,9,200.0,99.0,2.4,38.0,18.0,65,47,77,69,69,69,69,69,69
2745,1,100.0,50.0,3.4,25.0,7.0,30,73,26,31,69,69,69,69,69
2746,11,150.0,99.0,3.0,124.0,19.0,30,80,73,26,69,69,69,69,69
2747,30,200.0,50.0,3.1,12.0,2.0,30,73,26,16,69,69,69,69,69
2748,17,200.0,50.0,3.5,9.0,3.0,30,14,31,69,69,69,69,69,69
2749,31,100.0,50.0,4.0,37.0,24.0,30,31,83,69,69,69,69,69,69
2750,27,100.0,50.0,3.3,19.0,4.0,30,29,69,69,69,69,69,69,69
2751,4,200.0,50.0,3.6,49.0,35.0,30,73,26,83,67,69,69,69,69
2752,1,150.0,50.0,3.8,85.0,28.0,30,42,31,14,69,69,69,69,69
2753,29,200.0,50.0,4.3,839.0,406.0,45,73,26,69,69,69,69,69,69
2754,4,200.0,50.0,4.0,562.0,211.0,30,65,73,88,92,69,69,69,69
2755,17,250.0,99.0,3.4,13.0,7.0,45,73,26,69,69,69,69,69,69
2756,5,300.0,50.0,4.1,288.0,148.0,65,39,31,69,69,69,69,69,69
2757,8,300.0,50.0,4.1,65.0,33.0,30,5,48,93,69,69,69,69,69
2758,27,200.0,50.0,3.9,37.0,32.0,30,73,26,68,69,69,69,69,69
2759,4,200.0,50.0,3.2,9.0,2.0,30,77,69,69,69,69,69,69,69
2760,4,100.0,50.0,3.4,61.0,21.0,30,73,69,69,69,69,69,69,69
2761,7,150.0,50.0,3.7,165.0,58.0,45,26,69,69,69,69,69,69,69
2762,14,200.0,50.0,3.9,129.0,30.0,30,68,69,69,69,69,69,69,69
2763,10,200.0,50.0,4.1,88.0,62.0,30,92,69,69,69,69,69,69,69
2764,17,350.0,50.0,3.7,17.0,9.0,30,73,28,77,26,14,69,69,69
2765,11,150.0,50.0,0.0,0.0,0.0,30,13,26,31,69,69,69,69,69
2766,24,150.0,50.0,3.1,7.0,1.0,45,26,69,69,69,69,69,69,69
2767,27,100.0,50.0,3.4,20.0,7.0,30,67,69,69,69,69,69,69,69
2768,10,200.0,50.0,3.5,34.0,21.0,45,73,57,69,69,69,69,69,69
2769,10,200.0,50.0,3.0,4.0,1.0,30,26,73,69,69,69,69,69,69
2770,27,200.0,99.0,3.8,140.0,80.0,45,31,29,69,69,69,69,69,69
2771,17,150.0,50.0,3.3,23.0,11.0,65,73,26,2,69,69,69,69,69
2772,25,150.0,50.0,4.0,172.0,73.0,30,29,14,69,69,69,69,69,69
2773,10,350.0,50.0,2.6,85.0,10.0,30,73,16,26,69,69,69,69,69
2774,19,150.0,50.0,3.5,38.0,7.0,30,31,69,69,69,69,69,69,69
2775,3,200.0,50.0,4.1,818.0,147.0,30,20,31,14,22,29,69,69,69
2776,14,150.0,50.0,3.3,13.0,3.0,30,31,73,69,69,69,69,69,69
2777,9,200.0,50.0,3.2,4.0,4.0,30,20,2,31,69,69,69,69,69
2778,5,100.0,50.0,3.1,6.0,0.0,30,73,69,69,69,69,69,69,69
2779,27,200.0,99.0,3.8,178.0,84.0,45,14,29,42,69,69,69,69,69
2780,24,250.0,50.0,0.0,0.0,0.0,30,73,26,51,16,69,69,69,69
2781,4,150.0,50.0,3.0,4.0,0.0,30,26,69,69,69,69,69,69,69
2782,21,400.0,50.0,4.5,300.0,201.0,30,28,73,47,5,69,69,69,69
2783,7,300.0,50.0,4.1,524.0,256.0,45,39,31,69,69,69,69,69,69
2784,7,300.0,50.0,3.6,50.0,34.0,45,9,29,69,69,69,69,69,69
2785,7,100.0,50.0,4.0,371.0,140.0,45,73,69,69,69,69,69,69,69
2786,7,600.0,50.0,4.0,1682.0,1061.0,30,32,28,69,69,69,69,69,69
2787,7,100.0,50.0,2.7,56.0,34.0,120,9,29,69,69,69,69,69,69
2788,10,150.0,50.0,3.2,7.0,3.0,30,26,69,69,69,69,69,69,69
2789,21,550.0,50.0,4.0,320.0,168.0,45,28,73,30,5,47,86,69,69
2790,21,200.0,50.0,4.0,483.0,229.0,30,31,26,73,88,69,69,69,69
2791,9,250.0,50.0,3.7,87.0,41.0,30,73,26,86,69,69,69,69,69
2792,9,100.0,50.0,3.6,21.0,11.0,30,29,42,69,69,69,69,69,69
2793,18,250.0,50.0,2.9,50.0,14.0,65,16,73,83,69,69,69,69,69
2794,16,200.0,50.0,4.4,3158.0,2490.0,45,73,68,88,26,69,69,69,69
2795,32,150.0,50.0,0.0,0.0,0.0,30,14,29,69,69,69,69,69,69
2796,1,150.0,50.0,3.2,15.0,8.0,30,73,69,69,69,69,69,69,69
2797,6,100.0,50.0,2.8,14.0,0.0,30,16,69,69,69,69,69,69,69
2798,28,200.0,50.0,3.7,87.0,57.0,30,73,68,69,69,69,69,69,69
2799,19,100.0,50.0,0.0,0.0,0.0,30,31,14,69,69,69,69,69,69
2800,26,300.0,50.0,4.0,144.0,87.0,65,16,73,68,69,69,69,69,69
2801,34,200.0,50.0,0.0,0.0,0.0,30,73,88,26,69,69,69,69,69
2802,28,200.0,0.0,4.0,28.0,26.0,30,65,73,92,26,69,69,69,69
2803,4,150.0,50.0,4.0,55.0,32.0,30,26,83,31,69,69,69,69,69
2804,24,150.0,50.0,3.6,145.0,81.0,45,88,92,69,69,69,69,69,69
2805,1,250.0,50.0,2.8,82.0,23.0,30,73,88,26,65,69,69,69,69
2806,14,100.0,50.0,3.3,16.0,5.0,45,26,73,69,69,69,69,69,69
2807,4,200.0,99.0,3.4,102.0,68.0,45,26,28,69,69,69,69,69,69
2808,7,900.0,50.0,4.2,1894.0,997.0,65,5,97,26,84,69,69,69,69
2809,18,400.0,50.0,4.0,1046.0,633.0,45,22,29,9,67,69,69,69,69
2810,17,100.0,50.0,0.0,0.0,0.0,30,73,16,26,69,69,69,69,69
2811,26,200.0,50.0,3.2,85.0,28.0,65,73,26,16,69,69,69,69,69
2812,10,100.0,50.0,2.7,21.0,9.0,30,31,69,69,69,69,69,69,69
2813,7,100.0,50.0,3.2,12.0,4.0,30,73,69,69,69,69,69,69,69
2814,33,200.0,50.0,3.0,0.0,0.0,30,73,26,16,69,69,69,69,69
2815,10,200.0,50.0,3.8,669.0,144.0,30,20,31,14,69,69,69,69,69
2816,21,250.0,50.0,2.9,31.0,23.0,30,47,29,69,69,69,69,69,69
2817,4,400.0,50.0,4.1,91.0,46.0,45,39,84,49,69,69,69,69,69
2818,27,300.0,99.0,4.0,155.0,98.0,45,48,93,69,69,69,69,69,69
2819,4,100.0,50.0,3.6,56.0,10.0,65,31,83,69,69,69,69,69,69
2820,8,150.0,50.0,3.3,13.0,0.0,30,16,69,69,69,69,69,69,69
2821,19,600.0,50.0,3.7,610.0,228.0,30,73,28,47,26,69,69,69,69
2822,15,200.0,50.0,3.8,302.0,138.0,45,73,26,69,69,69,69,69,69
2823,30,150.0,50.0,3.5,32.0,5.0,45,42,29,69,69,69,69,69,69
2824,10,200.0,50.0,3.5,30.0,12.0,30,22,62,69,69,69,69,69,69
2825,19,200.0,50.0,3.6,11.0,7.0,30,20,2,31,69,69,69,69,69
2826,26,750.0,50.0,4.2,482.0,320.0,30,2,47,69,69,69,69,69,69
2827,7,550.0,50.0,2.7,21.0,13.0,45,73,31,68,69,69,69,69,69
2828,17,200.0,50.0,4.0,0.0,0.0,30,77,47,14,69,69,69,69,69
2829,26,300.0,50.0,3.8,65.0,39.0,30,73,26,31,69,69,69,69,69
2830,14,100.0,50.0,3.2,103.0,76.0,30,39,69,69,69,69,69,69,69
2831,21,200.0,50.0,3.2,7.0,2.0,30,16,73,69,69,69,69,69,69
2832,21,300.0,50.0,3.5,90.0,45.0,45,13,31,69,69,69,69,69,69
2833,26,150.0,50.0,3.3,7.0,3.0,30,16,69,69,69,69,69,69,69
2834,4,350.0,50.0,3.3,151.0,50.0,45,73,68,69,69,69,69,69,69
2835,28,200.0,50.0,3.1,4.0,2.0,30,73,69,69,69,69,69,69,69
2836,7,200.0,50.0,4.0,280.0,126.0,65,9,31,29,69,69,69,69,69
2837,4,250.0,50.0,3.9,504.0,249.0,45,26,73,69,69,69,69,69,69
2838,5,150.0,99.0,3.9,160.0,49.0,30,73,69,69,69,69,69,69,69
2839,29,200.0,50.0,2.9,33.0,15.0,30,56,16,69,69,69,69,69,69
2840,7,600.0,50.0,3.7,34.0,11.0,30,26,28,69,69,69,69,69,69
2841,9,250.0,50.0,2.7,85.0,31.0,45,26,73,16,69,69,69,69,69
2842,4,200.0,99.0,0.0,0.0,0.0,30,26,73,69,69,69,69,69,69
2843,10,100.0,50.0,4.1,345.0,225.0,45,42,29,69,69,69,69,69,69
2844,16,50.0,50.0,3.8,24.0,4.0,30,14,49,69,69,69,69,69,69
2845,15,100.0,50.0,4.0,135.0,64.0,45,57,88,69,69,69,69,69,69
2846,34,100.0,50.0,0.0,0.0,0.0,30,26,69,69,69,69,69,69,69
2847,34,100.0,50.0,0.0,0.0,0.0,30,16,41,73,68,69,69,69,69
2848,4,500.0,50.0,3.7,35.0,17.0,30,73,68,26,69,69,69,69,69
2849,14,150.0,50.0,2.6,34.0,6.0,45,73,69,69,69,69,69,69,69
2850,17,100.0,50.0,3.4,20.0,4.0,30,16,69,69,69,69,69,69,69
2851,16,200.0,99.0,2.6,28.0,19.0,45,73,83,69,69,69,69,69,69
2852,16,300.0,50.0,3.7,73.0,36.0,30,73,26,69,69,69,69,69,69
2853,0,200.0,50.0,3.7,208.0,124.0,30,16,73,69,69,69,69,69,69
2854,2,100.0,50.0,3.6,1094.0,249.0,30,16,13,69,69,69,69,69,69
2855,28,200.0,0.0,3.7,88.0,32.0,30,77,31,69,69,69,69,69,69
2856,1,150.0,50.0,3.2,9.0,0.0,30,31,69,69,69,69,69,69,69
2857,14,200.0,99.0,3.8,115.0,71.0,30,9,29,31,69,69,69,69,69
2858,31,300.0,50.0,3.3,52.0,35.0,65,73,68,26,51,69,69,69,69
2859,17,150.0,50.0,4.3,0.0,0.0,30,9,29,69,69,69,69,69,69
2860,8,200.0,50.0,0.0,0.0,0.0,30,28,73,29,14,69,69,69,69
2861,28,150.0,50.0,0.0,0.0,0.0,30,9,73,69,69,69,69,69,69
2862,29,250.0,50.0,3.8,173.0,29.0,45,73,68,67,69,69,69,69,69
2863,26,300.0,50.0,3.8,68.0,42.0,30,26,100,29,69,69,69,69,69
2864,27,650.0,50.0,3.9,1940.0,926.0,30,73,62,47,69,69,69,69,69
2865,17,200.0,50.0,0.0,0.0,0.0,30,73,26,86,69,69,69,69,69
2866,25,150.0,50.0,2.8,7.0,3.0,30,73,68,69,69,69,69,69,69
2867,15,100.0,50.0,3.3,11.0,2.0,30,31,14,69,69,69,69,69,69
2868,4,200.0,50.0,3.2,20.0,8.0,30,73,26,69,69,69,69,69,69
2869,17,100.0,50.0,3.6,0.0,0.0,30,16,69,69,69,69,69,69,69
2870,29,300.0,50.0,3.8,735.0,464.0,45,73,68,26,69,69,69,69,69
2871,4,200.0,50.0,3.2,12.0,3.0,30,26,73,69,69,69,69,69,69
2872,16,200.0,50.0,3.5,46.0,16.0,45,26,73,88,69,69,69,69,69
2873,15,100.0,50.0,0.0,0.0,0.0,30,85,69,69,69,69,69,69,69
2874,22,250.0,50.0,3.9,418.0,121.0,65,31,73,16,83,101,69,69,69
2875,26,250.0,50.0,4.0,551.0,291.0,65,26,97,69,69,69,69,69,69
2876,19,150.0,50.0,3.6,91.0,35.0,45,73,26,68,86,69,69,69,69
2877,17,200.0,99.0,3.0,72.0,25.0,45,13,26,83,73,74,86,69,69
2878,28,150.0,99.0,3.7,127.0,36.0,65,31,69,69,69,69,69,69,69
2879,26,250.0,99.0,3.9,154.0,96.0,45,73,31,92,69,69,69,69,69
2880,5,100.0,50.0,0.0,0.0,0.0,30,95,14,31,69,69,69,69,69
2881,21,400.0,199.0,3.6,45.0,30.0,45,73,26,69,69,69,69,69,69
2882,7,350.0,50.0,4.0,135.0,81.0,45,73,16,28,51,14,69,69,69
2883,24,200.0,50.0,3.8,98.0,70.0,30,29,14,69,69,69,69,69,69
2884,6,200.0,50.0,0.0,0.0,0.0,30,31,77,69,69,69,69,69,69
2885,1,200.0,50.0,3.3,10.0,2.0,30,88,73,69,69,69,69,69,69
2886,17,200.0,50.0,3.6,8.0,2.0,30,9,29,69,69,69,69,69,69
2887,14,100.0,50.0,3.5,17.0,13.0,30,31,83,69,69,69,69,69,69
2888,8,200.0,50.0,3.7,25.0,18.0,30,26,31,69,69,69,69,69,69
2889,17,200.0,50.0,0.0,0.0,0.0,45,31,20,16,69,69,69,69,69
2890,2,150.0,50.0,3.8,287.0,26.0,45,73,69,69,69,69,69,69,69
2891,34,200.0,50.0,3.8,64.0,28.0,30,16,69,69,69,69,69,69,69
2892,14,50.0,50.0,4.0,200.0,55.0,30,42,29,69,69,69,69,69,69
2893,14,200.0,50.0,3.6,102.0,48.0,45,88,73,26,69,69,69,69,69
2894,18,150.0,50.0,3.5,17.0,11.0,30,2,5,30,69,69,69,69,69
2895,25,100.0,50.0,0.0,0.0,0.0,30,92,29,69,69,69,69,69,69
2896,4,150.0,50.0,3.5,112.0,79.0,30,31,69,69,69,69,69,69,69
2897,4,100.0,50.0,2.7,5.0,0.0,65,14,31,69,69,69,69,69,69
2898,26,200.0,50.0,3.3,56.0,25.0,65,88,69,69,69,69,69,69,69
2899,10,100.0,50.0,0.0,0.0,0.0,30,31,69,69,69,69,69,69,69
2900,21,100.0,50.0,3.2,9.0,4.0,30,31,14,69,69,69,69,69,69
2901,27,250.0,50.0,3.5,26.0,18.0,45,65,69,69,69,69,69,69,69
2902,26,150.0,50.0,3.5,15.0,5.0,30,14,42,31,69,69,69,69,69
2903,10,150.0,50.0,0.0,0.0,0.0,30,26,69,69,69,69,69,69,69
2904,28,200.0,50.0,0.0,0.0,0.0,30,68,69,69,69,69,69,69,69
2905,26,200.0,50.0,4.2,219.0,129.0,45,20,26,47,31,29,14,69,69
2906,21,250.0,50.0,3.3,12.0,8.0,30,73,26,69,69,69,69,69,69
2907,1,100.0,50.0,3.5,31.0,6.0,30,92,26,73,69,69,69,69,69
2908,21,200.0,50.0,4.0,226.0,124.0,45,29,14,69,69,69,69,69,69
2909,19,150.0,50.0,0.0,0.0,0.0,30,26,69,69,69,69,69,69,69
2910,31,350.0,199.0,4.1,625.0,305.0,45,77,31,47,29,14,69,69,69
2911,26,100.0,50.0,0.0,0.0,0.0,30,92,69,69,69,69,69,69,69
2912,7,100.0,50.0,0.0,0.0,0.0,30,65,92,69,69,69,69,69,69
2913,10,350.0,50.0,3.9,2164.0,1289.0,45,20,31,69,69,69,69,69,69
2914,14,150.0,50.0,3.7,70.0,11.0,30,26,83,69,69,69,69,69,69
2915,17,50.0,50.0,4.1,103.0,31.0,30,88,69,69,69,69,69,69,69
2916,17,250.0,50.0,3.5,35.0,10.0,45,73,26,69,69,69,69,69,69
2917,5,100.0,50.0,3.7,148.0,46.0,30,83,69,69,69,69,69,69,69
2918,8,150.0,50.0,3.6,28.0,18.0,30,26,31,69,69,69,69,69,69
2919,16,200.0,50.0,3.3,5.0,2.0,30,73,26,69,69,69,69,69,69
2920,14,300.0,99.0,3.9,76.0,46.0,30,22,9,69,69,69,69,69,69
2921,21,100.0,50.0,3.6,238.0,153.0,30,92,69,69,69,69,69,69,69
2922,11,150.0,50.0,4.3,112.0,73.0,30,9,29,69,69,69,69,69,69
2923,1,50.0,50.0,0.0,0.0,0.0,30,92,69,69,69,69,69,69,69
2924,21,100.0,50.0,2.9,39.0,21.0,45,88,69,69,69,69,69,69,69
2925,24,150.0,50.0,2.9,5.0,1.0,30,73,26,69,69,69,69,69,69
2926,28,200.0,50.0,4.2,71.0,56.0,30,26,67,83,69,69,69,69,69
2927,10,200.0,50.0,2.8,256.0,144.0,30,57,26,73,69,69,69,69,69
2928,7,300.0,50.0,4.0,2178.0,1200.0,45,16,41,69,69,69,69,69,69
2929,6,50.0,50.0,3.3,13.0,3.0,30,92,69,69,69,69,69,69,69
2930,18,150.0,50.0,0.0,0.0,0.0,30,26,31,69,69,69,69,69,69
2931,29,200.0,50.0,0.0,0.0,0.0,30,16,68,69,69,69,69,69,69
2932,4,250.0,0.0,3.7,537.0,154.0,45,73,26,69,69,69,69,69,69
2933,11,100.0,50.0,0.0,0.0,0.0,30,73,14,69,69,69,69,69,69
2934,30,100.0,50.0,4.1,745.0,352.0,30,92,73,31,69,69,69,69,69
2935,4,200.0,50.0,3.4,16.0,9.0,30,73,26,69,69,69,69,69,69
2936,30,100.0,50.0,3.8,51.0,25.0,30,92,73,31,69,69,69,69,69
2937,24,400.0,50.0,2.5,794.0,497.0,45,28,31,84,69,69,69,69,69
2938,21,200.0,99.0,3.0,45.0,12.0,65,73,31,26,69,69,69,69,69
2939,7,200.0,50.0,3.9,28.0,25.0,30,47,84,62,73,69,69,69,69
2940,10,200.0,50.0,3.8,39.0,21.0,30,42,29,69,69,69,69,69,69
2941,17,100.0,50.0,3.1,24.0,15.0,30,13,73,69,69,69,69,69,69
2942,8,250.0,50.0,4.3,913.0,751.0,30,31,14,69,69,69,69,69,69
2943,14,850.0,50.0,4.3,354.0,285.0,30,58,5,69,69,69,69,69,69
2944,10,150.0,50.0,0.0,0.0,0.0,30,73,92,69,69,69,69,69,69
2945,28,200.0,50.0,4.0,136.0,34.0,30,31,29,14,69,69,69,69,69
2946,26,100.0,50.0,0.0,0.0,0.0,30,67,69,69,69,69,69,69,69
2947,21,200.0,50.0,4.2,179.0,91.0,45,14,29,69,69,69,69,69,69
2948,26,200.0,50.0,3.2,6.0,4.0,30,16,69,69,69,69,69,69,69
2949,4,300.0,50.0,4.1,97.0,68.0,30,73,26,68,16,69,69,69,69
2950,29,300.0,50.0,4.0,408.0,265.0,45,29,14,69,69,69,69,69,69
2951,28,100.0,50.0,3.0,4.0,1.0,30,73,69,69,69,69,69,69,69
2952,4,300.0,50.0,3.5,87.0,53.0,30,73,26,68,69,69,69,69,69
2953,14,250.0,50.0,0.0,0.0,0.0,30,26,31,86,69,69,69,69,69
2954,17,150.0,50.0,3.4,75.0,7.0,45,16,88,69,69,69,69,69,69
2955,31,200.0,50.0,3.4,40.0,12.0,65,26,69,69,69,69,69,69,69
2956,30,150.0,50.0,3.4,34.0,16.0,30,73,69,69,69,69,69,69,69
2957,29,200.0,50.0,2.8,267.0,46.0,45,26,31,69,69,69,69,69,69
2958,21,150.0,50.0,3.4,195.0,124.0,45,88,31,26,69,69,69,69,69
2959,26,200.0,50.0,0.0,0.0,0.0,30,73,16,31,69,69,69,69,69
2960,21,600.0,50.0,4.5,1627.0,923.0,45,66,73,5,28,68,11,69,69
2961,14,100.0,50.0,2.8,15.0,1.0,30,77,69,69,69,69,69,69,69
2962,14,400.0,99.0,4.1,23.0,19.0,65,16,73,51,69,69,69,69,69
2963,26,350.0,50.0,3.7,203.0,93.0,65,73,16,68,51,69,69,69,69
2964,8,100.0,50.0,0.0,0.0,0.0,30,14,69,69,69,69,69,69,69
2965,14,100.0,50.0,3.2,10.0,1.0,30,73,31,69,69,69,69,69,69
2966,6,200.0,50.0,3.9,76.0,13.0,45,68,69,69,69,69,69,69,69
2967,15,150.0,50.0,3.9,74.0,30.0,45,29,9,69,69,69,69,69,69
2968,14,200.0,50.0,0.0,0.0,0.0,30,73,69,69,69,69,69,69,69
